Code;Description
QA.02;EXPERIMENTATION VEGETALE : SEMENCES ET TUBERCULES
QA.03;EXPERIMENTATION VEGETALE : CHAMPIGNONS
QA.04;EXPERIMENTATION VEGETALE : VEGETAUX MARINS
QA.05;EXPERIMENTATION VEGETALE : AUTRES VEGETAUX
QA.1;EXPERIMENTATION VEGETALE : PRODUITS POUR LA CULTURE ET LA CROISSANCE DES VEGETAUX
QA.11;SUBSTRATS DE CULTURE D'ORIGINE NATURELLE OU ARTIFICIELLE
QA.12;FERTILISANTS POUR VEGETAUX TYPE ENGRAIS
QA.13;NUTRIMENTS ADDITIONNELS POUR VEGETAUX ET FERTILISANTS DES SOLS 
QA.2;EXPERIMENTATION VEGETALE : PRODUITS POUR LA PROTECTION ET LA CONSERVATION DES VEGETAUX
QA.21;PRODUITS PHYTOSANITAIRES CONTRE LES PATHOGENES VEGETAUX ET PLANTES CONCURRENTES
QA.22;PRODUITS PHYTOSANITAIRES CONTRE LES PATHOGENES CRYPTOGAMIQUES 
QA.23;PRODUITS PHYTOSANITAIRES INSECTICIDES ET A USAGE REPULSIF
QA.24;AUTRES MOYENS DE PROTECTION OU DE CONSERVATION DES VEGETAUX
QB;EXPERIMENTATION VEGETALE : EQUIPEMENTS, FOURNITURES ET CONSOMMABLES
QB.0;EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES
QB.01;EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES COURANTS
QB.02;EXPERIMENTATION VEGETALE : PETITES FOURNITURES ET CONSOMMABLES POUR SERRES
QB.03;PETITES FOURNITURES HORS SERRES POUR LA PROTECTION DES ESPACES CULTIVES
QB.04;EXPERIMENTATION VEGETALE : AUTRES PETITES FOURNITURES ET CONSOMMABLES
QB.1;EXPERIMENTATION VEGETALE : SERRES ET EQUIPEMENTS DE SERRES
QB.11;EXPERIMENTATION VEGETALE : SERRES
QB.12;MATERIEL ET ACCESSOIRES DESTINES A L'EXPERIMENTATION VEGETALE SOUS SERRE
QB.2;EXPERIMENTATION VEGETALE : MACHINES ET EQUIPEMENTS AGRICOLES DE TRACTION, MANUTENTION ET TRAVAIL DES SOLS
QB.21;ENGINS DE TRACTION AGRICOLE
QB.22;ENGINS TRACTES ET EQUIPEMENTS DE MANUTENTION AGRICOLE
QB.23;EQUIPEMENTS TRACTES ET MACHINES AUTOMOTRICES POUR TRAVAIL DES SOLS
QB.3;EXPERIMENTATION VEGETALE : EQUIPEMENTS AGRICOLES POUR SEMIS, IRRIGATION, FERTILISATION, PROTECTION, RECOLTE ET CONSERVATION DES CULTURES
QB.31;EQUIPEMENTS TRACTES ET MACHINES POUR LES SEMIS ET PLANTATIONS
QB.32;EQUIPEMENTS D'IRRIGATION DES CULTURES
QB.33;EQUIPEMENTS DE MESURES HYDROMETRIQUES ET D'OPTIMISATION DE L'IRRIGATION
QB.34;MATERIEL POUR LA FERTILIS., LA PROTECT. ET L'ENTRET. DES CULTURES
QB.35;MACHINES POUR LA RECOLTE DES FOURRAGES CONSERVES SECS
QB.36;MACHINES POUR LA RECOLTE DES FOURRAGES VERTS DESTINES A L'ENSILAGE
QB.37;MACHINES POUR LA RECOLTE DES CEREALES, DU COLZA ET DES PROTEAGINEUX
QB.38;MACHINES POUR LA RECOLTE DES TUBERCULES
QB.39;EQUIPEMENTS DE STOCKAGE ET DE CONSERVATION DES ALIMENTS CULTIVES
QB.4;EXPERIMENTATION VEGETALE : EQUIPEMENTS ET MATERIEL DES CULTURES SPECIFIQUES
QB.41;EQUIPEMENTS ET MATERIEL SPECIFIQUES POUR LA VITICULTURE EXPERIMENTALE
QB.42;EQUIPEMENTS ET MATERIEL SPECIFIQUES POUR LA SYLVICULTURE ET L'ARBORICULTURE
QB.43;MATERIEL DE COUPE COMMUN A LA VITICULTURE, LA SYLVICULTURE ET L'ARBORICULTURE
QB.5;EXPERIMENTATION VEGETALE : EQUIPEMENTS ET MATERIEL DESTINES A L'EXPERIMENTATION AGRONOMIQUE
QB.51;MATERIEL DESTINE A L'EXPERIMENTATION AGRONOMIQUE
QC;EXPERIMENTATION VEGETALE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
QC.0;EXPERIMENTATION VEGETALE : MAINTENANCE ET REPARATION DES EQUIPEMENTS
QC.01;REPARATION ET MAINTENANCE DU MATERIEL D'EXPERIMENTATION VEGETALE
QD;EXPERIMENTATION VEGETALE : SERVICES SPECIALISES (HORS BIOLOGIE)
QD.0;EXPERIMENTATION VEGETALE : SERVICES SPECIALISES (HORS BIOLOGIE)
QD.01;EXPERIMENTATION VEGETALE : SERVICES D'EXPERTISE DES SOLS
QD.02;SERVICES D'EXPERTISE BOTANIQUE
QD.03;SERVICES D'ENTRETIEN DES SOLS ET DES CULTURES EXPERIMENTALES
QD.04;SERVICES DE RECOLTE ET DE CONDITIONNEMENT DES PRODUITS VEGETAUX
QD.05;AUTRES SERVICES CONNEXES AUX CULTURES EXPERIMENTALES
R;ATELIER - MECANIQUE - AUTOMATIQUE
RA;EQUIPEMENTS, FOURNITURES ET CONSOMMABLES D'ATELIER
RA.0;MATERIAUX ET PIECES EN MATERIAUX
RA.01;METAUX (MATERIAUX A USINER ET PIECES SUR CATALOGUE)
RA.02;METAUX NOBLES (MATERIAUX A USINER ET PIECES SUR CATALOGUE)
RA.03;PLASTIQUES (MATERIAUX A USINER ET PIECES SUR CATALOGUE)
RA.04;CERAMIQUES  (MATERIAUX A USINER ET PIECES SUR CATALOGUE)
RA.05;COMPOSITES  (MATERIAUX ET PIECES SUR CATALOGUE)
RA.06;MATERIAUX ORGANIQUES AUTRES QUE PLASTIQUES  (MATERIAUX ET PIECES SUR CATALOGUE)
RA.1;ATELIER : MACHINES-OUTILS
RA.11;MACHINES-OUTILS A COMMANDE NUMERIQUE
RA.12;ACCESSOIRES POUR MACHINES-OUTILS A COMMANDE NUMERIQUE
RA.13;MACHINES-OUTILS CONVENTIONNELLES
RA.14;ACCESSOIRES POUR MACHINES-OUTILS CONVENTIONNELLES
RA.15;CONSOMMABLES POUR MACHINES-OUTILS (CN ET CONVENTIONNELLES)
RA.16;OUTILLAGE D'ATELIER NON PORTATIF
RA.17;CONSOMMABLES POUR OUTILLAGE D'ATELIER NON PORTATIF
RA.18;MACHINES 3D (IMPRIMANTES et SCANERS 3D,…) ET ACCESSOIRES
RA.19;CONSOMMABLES POUR MACHINES 3D
RA.2;PETIT OUTILLAGE ET CONSOMMABLES D'ATELIER
RA.21;OUTILS ELECTROPORTATIFS ET ACCESSOIRES
RA.22;OUTILS A MAIN NON ELECTROPORTATIFS
RA.23;QUINCAILLERIE - AUTRES FOURNITURES D'ATELIER DIVERSES
RA.3;AMENAGEMENT D'ATELIER
RA.31;J
RA.32;RANGEMENTS D'ATELIER
RA.33;AMENAGEMENTS D'ATELIER
RA.4;AUTRES GROS EQUIPEMENTS MECANIQUES
RA.41;PONT ROULANTS ET CHARIOTS ELEVATEURS (HORS BATIMENTS)
RA.42;AUTRES EQUIPEMENTS MECANIQUES SPECIAUX
RB;AUTOMATIQUE : EQUIPEMENTS DE MAQUETTES DE MISE EN SITUATION OU DE PROTOTYPAGE
RB.0;AUTOMATIQUE : MAQUETTES ET EQUIPEMENTS DE MAQUETTES
RB.01;AUTOMATIQUE : MAQUETTES DE MISE EN SITUATION OU DE PROTOTYPAGE
RB.02;AUTOMATIQUE : ELEMENTS DE SYSTEME ELECTRO-MECANIQUE
RB.03;AUTOMATIQUE : ELEMENTS DE CONTRÔLE COMMANDE
RC;REPARATION ET MAINTENANCE DES EQUIPEMENTS D'ATELIER ET D'AUTOMATIQUE
RC.0;REPARATION ET MAINTENANCE DES MACHINES ET OUTILS D'ATELIERS
RC.01;REPARATION ET MAINTENANCE DES MACHINES ET OUTILS D'ATELIERS
RC.02;REPARATION ET MAINTENANCE DES PONTS ROULANTS ET CHARIOTS ELEVATEURS
RC.03;REPARATION ET MAINTENANCE DES AUTRES GROS MATERIELS D'ATELIER
RC.1;AUTOMATIQUE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
RC.11;AUTOMATIQUE : REPARATION ET MAINTENANCE DES SYSTEMES ELECTRO-MECANIQUES
RC.12;AUTOMATIQUE : REPARATION ET MAINTENANCE DES ELEMENTS DE CONTRÔLE COMMANDE
RC.13;AUTOMATIQUE : REPARATION ET MAINTENANCE DE L'INSTRUMENTATION SPECIFIQUE
RD;MECANIQUE ET AUTOMATIQUE : SERVICES et FOURNITURES A FACON
RD.0;MECANIQUE : SERVICES SPECIALISES ET FOURNITURES A FACON
RD.01;SERVICES D'ETUDES ET DE CONCEPTION DE PIECES MECANIQUES
RD.02;PIECES MECANIQUES USINEES A FACON
RD.03;SERVICES DE TRAITEMENT DE SURFACE ET TRAITEMENT THERMIQUE DE PIECES MECANIQUES
RD.04;SERVICES DE BLINDAGE (ELECTROMAGNETIQUE…)
RD.05;SERVICES DE METROLOGIE ET DE CONTRÔLES EN MECANIQUE
RD.06;SERVICES D'ESSAIS MECANIQUES
RD.07;SERVICES DE TRAITEMENT DE SURFACE DE PIECES DESTINEES AUX EXPERIMENT. SPATIALES
RD.1;AUTOMATIQUE : SERVICES SPECIALISES
RD.11;AUTOMATIQUE : SERVICES D'ETUDE, CONCEPTION, INTEGRATION
RD.2;LOGICIELS POUR LA MECANIQUE : DROITS ET MAINTENANCE
RD.21;DROITS D'UTIL. DE LOGICIELS DE CAO EN MECANIQUE
RD.22;DROITS D'UTIL. DE LOGICIELS DE PROGRAM. DES MACHINES A COMDE NUM.
RD.23;DROITS D'UTIL. DE LOGICIELS DE SIMULATION NUMERIQUE
RD.24;DROITS D'UTIL. DES AUTRES LOGICIELS POUR LA MECANIQUE
RD.25;MAINTENANCE DES LOGICIELS POUR LA MECANIQUE
RD.3;LOGICIELS POUR L'AUTOMATIQUE : DROITS ET MAINTENANCE
RD.31;DROITS D'UTIL. DES LOGICIELS POUR L'AUTOMATIQUE
RD.32;MAINTENANCE DES LOGICIELS POUR L'AUTOMATIQUE
S;SPECTROMETRIE - SPECTROSCOPIE - RAYONS X
SA;SPECTROMETRIE RMN ET RPE : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SA.0;SPECTROMETRIE RMN : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SA.01;SPECTROMETRIE RMN : SPECTROMETRES COMPLETS
SA.02;SPECTROMETRIE RMN : CRYOSONDES / TETES DE MESURES
SA.03;SPECTROMETRIE RMN : AIMANTS SUPRACONDUCTEURS
SA.04;SPECTROMETRIE RMN : CONSOLES ELECTRONIQUES
SA.05;SPECTROMETRIE RMN : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES
SA.1;SPECTROMETRIE RPE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SA.11;SPECTROMETRIE RPE : SPECTROMETRES COMPLETS
SA.12;SPECTROMETRIE RPE : AUTRE MATERIEL, ACCESSOIRES, PIECES DETACHEES
SB;SPECTROMETRIE DE MASSE ET TECHNIQUES SEPARATIVES : EQUIPEMENTS, ACCESSOIRES ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SB.0;SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SB.01;SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SONDES IONIQUES IMS
SB.02;SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : AUTRE MATERIEL ET PIECES DET.
SB.1;SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SB.11;SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SPECTROMETRES COMPLETS
SB.12;SPECTROSCOPIE GDMS : AUTRE MATERIEL ET PIECES DETACHEES 
SB.2;SPECTROMETRIE DE MASSE POUR LA BIOLOGIE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SB.21;SPECTROMETRES DE MASSE A RESONANCE CYCLOTRONIQUE D'IONS (FT-ICR)
SB.22;SPECTROMETRIE FT-ICR : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SB.23;SPECTROMETRES DE MASSE POUR LA BIOLOGIE
SB.24;SPECTRO DE MASSE POUR LA BIOLOGIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SB.3;SPECTROMETRIE DE MASSE POUR AUTRES ANALYSES : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SB.31;SPECTROMETRES DE MASSE POUR LA CHIMIE
SB.32;SPECTRO DE MASSE POUR LA CHIMIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES 
SB.5;TECHNIQUES SEPARATIVES ANALYTIQUES
SB.51;CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : CHAINES, DETECTEURS, POMPES…
SB.52;CHROMATOGRAPHIE LIQUIDE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES
SB.53;CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : CHAINES, FOURS, DETECTEURS,…
SB.54;CHROMATOGRAPHIE GAZEUSE ANALYTIQUE : COLONNES ET AUTRES CONSOMMABLES DEDIES
SB.55;MATERIEL D'ELECTROPHORESE CAPILLAIRE : INSTRUMENTS
SB.56;MATERIEL D'ELECTROPHORESE CAPILLAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS
SC;RAYONS X: EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SC.0;DIFFRACTION ET DIFFUSION DES RAYONS X : INSTRUMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SC.01;DIFFRACTION X : DIFFRACTOMETRES A RAYONS X COMPLETS
SC.02;DIFFRACTION X : GENERATEURS DE RAYONS X
SC.03;DIFFRACTION X : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SC.04;DIFFUSION DES RAYONS X : SYSTEMES COMPLETS
SC.05;DIFFUSION DES RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SC.1;FLUORESCENCE X : INSTRUMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SC.11;SPECTROMETRIE DE FLUORESCENCE X (XRF) : SPECTROMETRES COMPLETS
SC.12;SPECTROMETRIE DE FLUORESCENCE X : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SC.2;RAYONS X : AUTRES INSTRUMENTS ET CONSOMMABLES DEDIES
SC.21;RAYONS X : TOMOGRAPHES A RAYONS X
SC.22;RAYONS X : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SD;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : INSTRUMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SD.0;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SD.01;SPECTROMETRES ELECTRONIQUES (AUGER, XPS, ESCA, LEED, RHEED,..)
SD.02;SPECTROMETRIE ELECTRONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SD.03;APPAREILS DE SPECTROMETRIE IONIQUE (HEIS ou RBS, MEIS,…)
SD.04;SPECTROMETRIE IONIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE;SPECTROMETRIE OPTIQUE : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.0;SPECTROMETRIE RAMAN : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.01;SPECTROMETRIE RAMAN : SPECTROMETRES COMPLETS
SE.02;SPECTROMETRIE RAMAN : AUTRE MATERIEL ET PIECES DETACHEES DEDIES
SE.1;SPECTROMETRIE UV, IR, FLUORESCENCE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.11;SPECTROPHOTOMETRIE UV-VISIBLE : LECTEURS DE MICROPLAQUES (SANS RADIOACTIVITE)
SE.12;SPECTROMETRES UV-VISIBLE ET INFRA ROUGE (HORS LECTEURS DE MICROPLAQUES)
SE.13;SPECTROPHOTOMETRIE UV-VISIBLE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE.14;SPECTROFLUORIMETRES ET FLUORIMETRES (HORS LECTEURS DE MICROPLAQUES)
SE.15;SPECTROFLUORIMETRIE ET FLUORIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE.2;POLARIMETRIE ET DICHROISME CIRCULAIRE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.21;SPECTROPOLARIMETRIE - POLARIMETRIE : SPECTROMETRES COMPLETS
SE.22;SPECTROPOLARIMETRIE - POLARIMETRIE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE.23;DICHROISME CIRCULAIRE : SPECTROMETRES COMPLETS
SE.24;DICHROISME CIRCULAIRE : AUTRE MATERIEL ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.3;ELLIPSOMETRIE SPECTROSCOPIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.31;ELLIPSOMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS
SE.32;ELLIPSOMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE.4;INTERFEROMETRIE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.41;INTERFEROMETRIE SPECTROSCOPIQUE : SPECTROMETRES COMPLETS
SE.42;INTERFEROMETRIE SPECTROSCOPIQUE : AUTRE MATERIEL ET CONSOMMABLES DEDIES
SE.5;SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SE.51;SPECTROMETRES D'ABSORPTION ET D'EMISSION ATOMIQUE
SE.52;SPECTROM. D'ABSORPT. ET D'EMISS. ATOMIQUE : AUTRE MATERIEL ET CONSOMM. DEDIES
SE.6;SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES
SE.61;SPECTROMETRIE OPTIQUE : LAMPES POUR SPECTROMETRES / SPECTROPHOTOMETRES
SF;AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS, ACCESSOIRES  ET CONSOMMABLES DEDIES AUX INSTRUMENTS
SF.0;AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES
SF.01;SPECTROSCOPIE DIELECTRIQUE : EQUIPEMENTS ET ACCESSOIRES
SF.02;REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : EQUIPEMENTS ET ACCESSOIRES
SF.03;AUTRES TECHNIQUES SPECTROSCOPIQUES : EQUIPEMENTS ET ACCESSOIRES
SG;SPECTROMETRIE : MAINTENANCE, REPARATION DES EQUIPEMENTS
SG.0;SPECTROMETRIE RMN ET RPE : REPARATION ET MAINTENANCE
SG.01;SPECTROMETRIE RMN ET RPE : MAINTENANCE, REPARATION DU MATERIEL
SG.1;SPECTROMETRIE DE MASSE ET TECHNIQUES SEPARATIVES : REPARATION ET MAINTENANCE
SG.11;SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE : MAINTENANCE ET REPARATION
SG.12;SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : MAINTENANCE ET REPARATION
SG.13;SPECTROMETRIE DE MASSE : MAINTENANCE ET REPARATION
SG.14;TECHNIQUES SEPARATIVES ANALYTIQUES : MAINTENANCE ET REPARATION
SG.2;RAYONS X : REPARATION ET MAINTENANCE
SG.21;DIFFRACTION X : MAINTENANCE ET REPARATION DES INSTRUMENTS
SG.22;FLUORESCENCE X : MAINTENANCE ET REPARATION DES INSTRUMENTS
SG.23;RAYONS X : MAINTENANCE ET REPARATION DES AUTRES INSTRUMENTS
SG.3;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : REPARATION ET MAINTENANCE
SG.31;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : MAINTENANCE ET REPARATION
SG.4;SPECTROMETRIE OPTIQUE : REPARATION ET MAINTENANCE
SG.41;SPECTROMETRIE RAMAN : MAINTENANCE ET REPARATION
SG.42;SPECTROMETRIE UV-VIS-IR : MAINTENANCE ET REPARATION
SG.43;SPECTROFLUORIMETRIE ET FLUORIMETRIE : MAINTENANCE ET REPARATION 
SG.44;SPECTROPOLARIMETRIE ET DICHROISME CIRCULAIRE : MAINTENANCE ET REPARATION 
SG.45;ELLIPSOMETRIE SPECTROSCOPIQUE : MAINTENANCE ET REPARATION
SG.46;INTERFEROMETRIE : MAINTENANCE ET REPARATION
SG.47;SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : MAINTENANCE ET REPARATION
SG.48;AUTRES TYPES DE SPECTROMETRIE OPTIQUE : MAINTENANCE ET REPARATION
SG.5;AUTRES TECHNIQUES SPECTROSCOPIQUES : REPARATION ET MAINTENANCE
SG.51;SPECTROSCOPIE DIELECTRIQUE : MAINTENANCE ET REPARATION
SG.52;REFRACTOMETRIE DE RESONANCE DE PLASMON DE SURFACE : MAINTENANCE ET REPARATION
SH;SPECTROMETRIE - SPECTROSCOPIE : SERVICES D'ANALYSES
SH.0;SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES
SH.01;SPECTROMETRIE RMN ET RPE : SERVICES D'ANALYSES
SH.1;SPECTROMETRIE ET SPECTROSCOPIE DE MASSE : SERVICES D'ANALYSES
SH.11;SPECTROMETRIE DE MASSE : SERVICES D'ANALYSES
SH.12;SPECTROMETRIE DE MASSE DES IONS SECONDAIRES : SERVICES D'ANALYSES
SH.13;SPECTROSCOPIE MASSIQUE DE DECHARGE LUMINESCENTE (GDMS) : SERVICES D'ANALYSES
SH.2;RAYONS X : REPARATION ET MAINTENANCE
SH.21;DIFFRACTION X : SERVICES D'ANALYSES
SH.22;DIFFUSION X : SERVICES D'ANALYSES
SH.23;FLUORESCENCE X : SERVICES D'ANALYSES
SH.24;TOMOGRAPHIE X : SERVICES D'ANALYSES
SH.3;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : REPARATION ET MAINTENANCE
SH.31;SPECTROMETRIE ELECTRONIQUE ET IONIQUE : SERVICES D'ANALYSES
SH.4;SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSES
SH.41;SPECTROMETRIE RAMAN : SERVICES D'ANALYSES
SH.42;SPECTROMETRIE UV-VIS-IR : SERVICES D'ANALYSES
SH.43;SPECTROFLUORIMETRIE ET FLUORIMETRIE : SERVICES D'ANALYSES
SH.44;SPECTROMETRIE D'ABSORPTION ET D'EMISSION ATOMIQUE : SERVICES D'ANALYSES
SH.45;AUTRES TYPES DE SPECTROMETRIE OPTIQUE : SERVICES D'ANALYSE
SH.5;AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSES
SH.51;AUTRES TECHNIQUES SPECTROSCOPIQUES : SERVICES D'ANALYSE
T;ELECTRONIQUE / TEST, ENERGIE, MESURES
TA;ELECTRONIQUE : COMPOSANTS, EQUIPEMENTS
TA.0;ELECTRONIQUE : COMPOSANTS, CARTES ET CIRCUITS ELECTRONIQUES
TA.01;COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS
TA.02;COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE
TA.03;SOUS-ENSEMBLES MECANIQUES POUR L'ELECTRONIQUE (CHASSIS, BAIES, COFFRETS,…)
TA.04;CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON
TA.05;CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)
TA.06;COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (FABRIQUES A FACON)
TA.1;ELECTRONIQUE EMBARQUEE SPATIALE : COMPOSANTS ELECTRONIQUES POUR APPLICATIONS SPATIALES
TA.11;COMPOSANTS ELECTRONIQUES ACTIFS ET PASSIFS (APPLI. SPATIALE)
TA.12;COMPOSANTS ELECTROMECANIQUES ET ACCESSOIRES DE CABLAGE  (APPLI. SPATIALE)
TA.13;SOUS-ENSEMBLES MECANIQUES (CHASSIS, BAIES, COFFRETS,…) (APPLI. SPATIALE)
TA.14;CIRCUITS IMPRIMES MULTICOUCHES (PCB) STANDARDS OU A FACON  (APPLI. SPATIALE)
TA.15;CARTES ELECTRONIQUES (REALISATION ET CABLAGE DE)  (APPLI. SPATIALE)
TA.16;COMPOSANTS ELECTRONIQUES SPECIFIQUES (ASIC) (A FACON)  (APPLI. SPATIALE)
TA.2;ELECTRONIQUE : EQUIPEMENTS ET CONSOMMABLES DEDIES
TA.21;MACHINES DEDIEES A L'ELECTRONIQUE (SOUDURE, PLACEMENT,…)
TA.22;PETITS EQUIPEMENTS ET CONSOMMABLES POUR L'ELECTRONIQUE
TA.3;ELECTRONIQUE : EQUIPEMENTS ELECTRONIQUES SPECIAUX
TA.31;SYSTEMES ELECTRONIQUES OU ELECTROMECANIQUES SPECIAUX
TB;TESTS ENERGIE MESURES : EQUIPEMENTS
TB.0 ;TESTS ET MESURES : EQUIPEMENTS
TB.01;INSTRUMENTS DE GENERATION ET TRAITEMENT DES SIGNAUX (GENERATEURS, AMPLI…)
TB.02;OSCILLOSCOPES, ANALYSEURS ET ACCESSOIRES (SONDES,…)
TB.03;ACQUISITION DE DONNEES (CARTES,…)
TB.04;PETITE INSTRUMENTATION COURANTE DE TESTS ET MESURES (VOLTMETRES,…)
TB.05;INSTRUMENTATION RADIOFREQUENCES ET HYPERFREQUENCES
TB.1 ;ENERGIE : EQUIPEMENTS (ALIMENTATIONS, BATTERIES…)
TB.11;ENERGIE : MATERIEL D'ALIMENTATION (ALIM., AMPLI., ONDULEURS,…)
TB.12;ENERGIE : PILES A L'UNITE ET ASSEMBLAGE DE PILES CLASSIQUES ET SPECIALES
TB.13;ENERGIE : PILES ET ASSEMBLAGE DE PILES RECHARGEABLES (CLASSIQUES ET SPECIALES)
TC;ELECTRONIQUE / TEST, ENERGIE, MESURES : REPARATION ET MAINTENANCE DES EQUIPEMENTS
TC.0;ELECTRONIQUE : REPARATION ET MAINTENANCE DES  EQUIPEMENTS
TC.01;ELECTRONIQUE : REPARATION ET MAINTENANCE DES EQUIP. DE TESTS ENERGIE MESURES
TC.02;MAINTENANCE DES SYSTEMES ELECTRONIQUES ET ELECTROMECANIQUES SPECIAUX
TC.1;TEST ENERGIE MESURE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
TC.11;TEST ENERGIE MESURE : REPARATION ET MAINTENANCE DES EQUIPEMENTS
TD;ELECTRONIQUE / TESTS ENERGIE MESURES : SERVICES SPECIALISES
TD.0;ELECTRONIQUE : SERVICES SPECIALISES
TD.01;ELECTRONIQUE : SERVICES DE MESURES, TESTS, CARACTERISATION, CERTIFICATIONS
TD.02;ELECTRONIQUE : SERVICES D'ETUDES EN R&D ELECTRONIQUE
TD.03;ELECTRONIQUE : AUTRES SERVICES SANS FOURNITURE
TD.1;LOGICIELS POUR L'ELECTRONIQUE : DROITS ET MAINTENANCE
TD.11;DROITS D'UTILISATION DES LOGICIELS DE CAO EN ELECTRONIQUE
TD.12;DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. MICROCONTROLEUR
TD.13;DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. DES COMPOS. PROGRAM.
TD.14;DROITS D'UTIL. DE LOGICIELS POUR LA PROGRAM. INTERFACE HOMME MACHINE
TD.15;DROITS D'UTIL. DES AUTRES LOGICIELS POUR L'ELECTRONIQUE
